Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Arianlacher, M.",YKW,7,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,1,26
"Hellzapoppin, J.",YKW,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Leonard, M.",YKW,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Quaid, D.",YKW,5,1,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Alexander, N.",YKW,4,3,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Z, D.",YKW,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Money, P.",YKW,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Foster, D.",YKW,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Slammu, B.",YKW,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Valdyr, M.",YKW,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Cho, J.",YKW,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"DeSoto, J.",PHI,14,0,2,0/0,2,0,0,0,0/0/0,0,0,0,0,1,26
"Rose, T.",PHI,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Goodman, G.",PHI,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Hoffman, J.",PHI,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Cross, M.",PHI,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Roes, S.",PHI,4,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Zelos, J.",PHI,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Haywood, H.",PHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Fieri, D.",PHI,1,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Silva, B.",PHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
