Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Rechs, Z.",YKW,8,55,6.9,12,1,1,26
"Sakura, K.",YKW,4,94,23.5,61,1,1,26
"Naught, A.",YKW,4,42,10.5,15,0,1,26
"Vermillion, J.",YKW,4,36,9,20,0,1,26
"Walker, M.",YKW,2,24,12,17,0,1,26
"Skyline, A.",YKW,1,11,11,11,0,1,26
"Panda, F.",PHI,6,120,20,30,2,1,26
"Dotson, F.",PHI,4,38,9.5,26,0,1,26
"Chambers, K.",PHI,3,19,6.3,10,0,1,26
"Arrabiata, D.",PHI,1,11,11,11,0,1,26
"Torenson, S.",PHI,1,7,7,7,0,1,26
"Z, D.",PHI,1,7,7,7,0,1,26
"Blocksdale Jr., A.",PHI,1,3,3,3,0,1,26
