Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"De Ville, D.",SAR,11,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Mango-Panda, H.",SAR,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Nkiah, J.",SAR,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,2,26
"Clemente, C.",SAR,6,0,0,1/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Dillmiballs, F.",SAR,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Goku, S.",SAR,6,3,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Beat, N.",SAR,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Utterstruzen, T.",SAR,3,0,0,0/1,1,1,0,0,0/0/0,1,0,0,0,2,26
"Patterson, P.",SAR,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Karpaasi, M.",SAR,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Andrews, H.",SAR,0,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Krause, M.",BER,13,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Schell, A.",BER,10,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"McCringleberry, H.",BER,7,0,1,1/1,4,0,0,0,0/0/0,1,0,0,0,2,26
"Miller II, C.",BER,7,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Quinn, A.",BER,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Blanco, B.",BER,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Jones, S.",BER,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"McMullet, B.",BER,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Lenkins, J.",BER,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"VonPebbles, M.",BER,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Steel, H.",BER,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
