Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Gordon, R.",SAR,6,108,18,28,0,2,26
"Witheblock, M.",SAR,6,101,16.8,39,0,2,26
"Chan, R.",SAR,5,72,14.4,35,1,2,26
"Angler, J.",SAR,5,45,9,16,0,2,26
"Manclaw, C.",SAR,5,13,2.6,6,0,2,26
"Back, R.",SAR,4,14,3.5,9,0,2,26
"J'Vathon, T.",SAR,2,16,8,8,0,2,26
"Boyd, C.",BER,4,27,6.8,11,0,2,26
"Petrongolo, J.",BER,3,49,16.3,33,1,2,26
"Matthews, D.",BER,3,16,5.3,6,0,2,26
"Cash Jr., S.",BER,2,74,37,39,0,2,26
"Skiuuup, C.",BER,2,20,10,11,0,2,26
"King, D.",BER,1,6,6,6,0,2,26
