Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Porter, G.",AUS,11,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Arianlacher, M.",AUS,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Bowie, M.",AUS,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,25
"Lavelle Jr., D.",AUS,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,25
"Mendoza, C.",AUS,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,25
"Claxton, S.",AUS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Crooks, L.",AUS,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,25
"Egghands, T.",AUS,3,0,2,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Isbest, C.",AUS,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"MacGregor, G.",AUS,2,0,0,1/0,1,1,0,0,0/0/0,0,0,0,0,2,25
"Montain, T.",AUS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Saurus, B.",AUS,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,2,25
"Eriksen, W.",PHI,12,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Suzuki, S.",PHI,12,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Zelos, J.",PHI,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Cross, M.",PHI,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Booker, B.",PHI,5,0,0,0/0,2,2,0,0,0/0/0,0,0,0,0,2,25
"Culbertson, R.",PHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Howyanow, W.",PHI,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Smoothie, E.",PHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"D'Attoria V, R.",PHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"DeSoto, J.",PHI,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Haywood, H.",PHI,2,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Wrecks, T.",PHI,2,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Gronlie, T.",PHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Om, T.",PHI,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Zbornak, D.",PHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Phoenix, B.",PHI,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,2,25
