Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Minchester, M.",OCO,1,8,8,0,1,13
"Manchester, M.",OCO,1,10,4,0,1,13
"Zephyrous, S.",OCO,1,15,2,0,1,13
"Sierra, R.",OCO,1,5,0,0,1,13
"Tim, T.",OCO,0,0,10,0,1,13
"Bumchester, A.",OCO,0,0,7,0,1,13
"Dumchester, L.",OCO,0,0,2,0,1,13
"McPoyal, G.",OCO,0,0,2,0,1,13
"Adams, R.",OCO,0,0,1,0,1,13
"Guard, R.",COL,2,20,5,1,1,13
"Centre, S.",COL,1,8,3,0,1,13
"Tackle, L.",COL,1,10,3,0,1,13
"Hornbacher, A.",COL,1,5,0,0,1,13
"Guard, L.",COL,0,0,6,0,1,13
"L'Alto, V.",COL,0,0,4,0,1,13
"Tackle, R.",COL,0,0,3,0,1,13
"Grau, M.",COL,0,0,1,0,1,13
