Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Vassallo, S.",BAL,2,20,0,0,10,19
"Jeremy, R.",BAL,0,0,7,0,10,19
"Star, L.",BAL,0,0,7,0,10,19
"Diggler, D.",BAL,0,0,5,0,10,19
"Steele, R.",BAL,0,0,5,0,10,19
"Bigby, L.",BAL,0,0,3,0,10,19
"Grey, S.",BAL,0,0,3,0,10,19
"L'Alto, V.",BAL,0,0,1,0,10,19
"Guard, R.",COL,2,5,4,0,10,19
"Bacon, T.",COL,1,5,0,0,10,19
"Ocewilder, S.",COL,1,15,0,0,10,19
"Vincent, M.",COL,1,5,0,0,10,19
"Guard, L.",COL,0,0,3,0,10,19
"Tackle, L.",COL,0,0,3,0,10,19
"Tackle, R.",COL,0,0,2,0,10,19
