Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Bean, S.",BAL,2,15,0,0,14,23
"Dolls, B.",BAL,1,10,4,0,14,23
"Skuff, R.",BAL,1,5,1,0,14,23
"Taffy, T.",BAL,1,5,0,0,14,23
"Diggler, D.",BAL,0,0,5,0,14,23
"Steele, R.",BAL,0,0,5,0,14,23
"Jeremy, R.",BAL,0,0,4,0,14,23
"Star, L.",BAL,0,0,3,0,14,23
"Lewandowski, J.",BAL,0,0,1,0,14,23
"Fillmore, M.",PHI,1,10,4,0,14,23
"Om, T.",PHI,1,5,0,0,14,23
"Varga, N.",PHI,1,5,0,0,14,23
"Tremblay, S.",PHI,0,0,6,0,14,23
"Hayes, R.",PHI,0,0,4,0,14,23
"Van Buren, M.",PHI,0,0,3,0,14,23
"Dotson, F.",PHI,0,0,2,1,14,23
"Arrabiata, D.",PHI,0,0,2,0,14,23
"Arthur, C.",PHI,0,0,1,0,14,23
"Torenson, S.",PHI,0,0,0,1,14,23
