Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Maulolo, C.",AZ,1,5,0,0,7,18
"Morris, R.",AZ,1,10,0,0,7,18
"Unk, J.",AZ,0,0,8,1,7,18
"Arbage, G.",AZ,0,0,4,0,7,18
"Ebris, D.",AZ,0,0,4,0,7,18
"Rash, T.",AZ,0,0,3,0,7,18
"Aste, W.",AZ,0,0,2,0,7,18
"Irving, J.",AZ,0,0,2,0,7,18
"Shady, S.",AZ,0,0,0,1,7,18
"Harrison, H.",OCO,2,10,2,0,7,18
"Allan, C.",OCO,1,10,0,0,7,18
"Salami, T.",OCO,1,15,0,0,7,18
"Wokkenfuss, G.",OCO,0,0,3,1,7,18
"Pak, Y.",OCO,0,0,3,0,7,18
"Tony, P.",OCO,0,0,3,0,7,18
"Blaze, J.",OCO,0,0,1,0,7,18
"Johns, A.",OCO,0,0,1,0,7,18
"Pitcher, A.",OCO,0,0,1,0,7,18
