Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Gelbman, T.",CHI,8,72,9,27,1,4,24
"O'Leary, S.",CHI,7,61,8.7,14,1,4,24
"Yoda, B.",CHI,6,80,13.3,24,1,4,24
"Tirtawidjaja, J.",CHI,6,39,6.5,12,0,4,24
"Hayes, V.",CHI,5,46,9.2,14,0,4,24
"Scabbia, L.",CHI,1,13,13,13,0,4,24
"Rodriguez, B.",CHI,1,10,10,10,0,4,24
"Vuxta, R.",PHI,4,63,15.8,35,1,4,24
"Blocksdale Jr., A.",PHI,4,30,7.5,9,0,4,24
"Panda, F.",PHI,2,70,35,37,0,4,24
"Varga, N.",PHI,1,14,14,14,0,4,24
"Torenson, S.",PHI,1,6,6,6,0,4,24
"Arrabiata, D.",PHI,1,5,5,5,0,4,24
"Dotson, F.",PHI,1,2,2,2,0,4,24
