Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Brown, M.",OCO,10,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Schneider, D.",OCO,10,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hobbs, S.",OCO,5,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Ramsey Jr., G.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Ginsberg, D.",OCO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Rice, J.",OCO,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Gott, J.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Salami, T.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Knight, L.",AZ,13,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"McKinnie, L.",AZ,11,1,0,1/0,2,1,0,0,"[0, 0, 0]"
"Barnes, B.",AZ,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Lee, L.",AZ,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Marchand, J.",AZ,4,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Morris, R.",AZ,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mughes, H.",AZ,4,1,0,0/1,0,0,0,0,"[0, 0, 0]"
"Spector, M.",AZ,4,1,1,1/1,0,0,0,0,"[0, 0, 0]"
"Vans, R.",AZ,3,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Mack, M.",AZ,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
