Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Alexander, W.",HON,4,55,13.8,21,0,13,23
"Z, D.",HON,4,41,10.2,15,0,13,23
"Clay, J.",HON,4,34,8.5,15,0,13,23
"Podolak, J.",HON,3,33,11,16,0,13,23
"Ruff, R.",HON,2,71,35.5,42,0,13,23
"Kane-Maika'i, K.",HON,2,9,4.5,9,0,13,23
"Trunks, F.",OCO,4,59,14.8,25,1,13,23
"George, D.",OCO,4,43,10.8,26,0,13,23
"Phillips, J.",OCO,4,35,8.8,11,0,13,23
"Bigby, L.",OCO,1,10,10,10,0,13,23
"Mongo, H.",OCO,1,8,8,8,0,13,23
"Z, D.",OCO,1,5,5,5,0,13,23
"Nakamura, T.",OCO,1,4,4,4,0,13,23
