Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Eat, M.",CHI,2,15,3,1,3,17
"Lood, B.",CHI,2,10,1,0,3,17
"Adams, R.",CHI,1,5,0,0,3,17
"Harp, D.",CHI,0,0,4,0,3,17
"Utchers, B.",CHI,0,0,4,0,3,17
"Leaver, C.",CHI,0,0,2,0,3,17
"Laughter, S.",CHI,0,0,1,0,3,17
"Danielsson, A.",CHI,0,0,0,1,3,17
"Canton, J.",YKW,1,8,1,0,3,17
"Bigsby, C.",YKW,1,10,0,0,3,17
"Maulolo, C.",YKW,1,15,0,0,3,17
"Uchiha, L.",YKW,1,10,0,0,3,17
"Ones, B.",YKW,0,0,5,1,3,17
"Mushing, M.",YKW,0,0,2,0,3,17
"Amper, T.",YKW,0,0,1,1,3,17
"Marshall, M.",YKW,0,0,1,0,3,17
"Pooky, S.",YKW,0,0,1,0,3,17
