Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Diggler, D.",BAL,1,5,1,0,5,11
"Harp, D.",BAL,0,0,5,0,5,11
"Grey, S.",BAL,0,0,4,0,5,11
"Jeremy, R.",BAL,0,0,3,0,5,11
"Star, L.",BAL,0,0,3,0,5,11
"Steele, R.",BAL,0,0,2,0,5,11
"Taylor, O.",BAL,0,0,1,1,5,11
"Probincrux III, D.",SJS,1,15,3,0,5,11
"Rucker, F.",SJS,1,3,1,1,5,11
"Brannigan, Z.",SJS,1,9,0,1,5,11
"Marrett, O.",SJS,1,15,0,0,5,11
"Riddick, D.",SJS,1,7,0,0,5,11
"Weston, S.",SJS,1,15,0,0,5,11
"Jahelpme, H.",SJS,0,0,5,0,5,11
"McKoutchie, M.",SJS,0,0,5,0,5,11
"Tacktheritrix, J.",SJS,0,0,3,1,5,11
"Orosz, C.",SJS,0,0,1,1,5,11
"Tuck Jr., T.",SJS,0,0,1,0,5,11
"Canton, J.",SJS,0,0,0,1,5,11
