Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Saurus, A.",AUS,2,10,5,0,6,26
"McKenzie, S.",AUS,1,5,2,0,6,26
"Videl-San, N.",AUS,1,15,0,0,6,26
"Quigley, C.",AUS,0,0,7,1,6,26
"Saurus, B.",AUS,0,0,4,0,6,26
"Saurus, S.",AUS,0,0,4,0,6,26
"Kitchens, S.",AUS,0,0,1,0,6,26
"Johnson, R.",SJS,3,25,5,0,6,26
"Lee, B.",SJS,1,5,2,0,6,26
"Crowder, R.",SJS,1,5,0,0,6,26
"Bot, B.",SJS,0,0,6,0,6,26
"Pest, T.",SJS,0,0,3,0,6,26
"Pancake, P.",SJS,0,0,2,1,6,26
"Cardrissian, R.",SJS,0,0,1,0,6,26
"Ding Dong, J.",SJS,0,0,1,0,6,26
