Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Videl-San, N.",AUS,6,141,23.5,44,2,6,26
"Watts, Z.",AUS,3,82,27.3,51,1,6,26
"Jeeta, E.",AUS,3,40,13.3,23,0,6,26
"Vequain, F.",AUS,1,44,44,44,0,6,26
"Z, D.",AUS,1,9,9,9,0,6,26
"Kitchens, S.",AUS,1,5,5,5,0,6,26
"Jones, K.",AUS,1,4,4,4,0,6,26
"Cardrissian, R.",SJS,5,26,5.2,8,0,6,26
"Thomas-Fox, D.",SJS,4,85,21.2,29,0,6,26
"Crossley, Z.",SJS,3,21,7,10,0,6,26
"Ding Dong, J.",SJS,3,13,4.3,8,0,6,26
"Hood, T.",SJS,2,13,6.5,7,0,6,26
"Lackson, J.",SJS,1,9,9,9,0,6,26
