Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"McDavid, L.",SJS,5,24,4.8,8,0,11,23
"Hood, T.",SJS,4,33,8.2,15,0,11,23
"Cardrissian, R.",SJS,3,27,9,16,0,11,23
"Thomas-Fox, D.",SJS,2,22,11,15,0,11,23
"Lackson, J.",SJS,2,16,8,12,0,11,23
"Drake, O.",SJS,1,9,9,9,0,11,23
"Irving, J.",SJS,1,6,6,6,0,11,23
"Varga, N.",PHI,6,91,15.2,38,1,11,23
"Vuxta, R.",PHI,5,31,6.2,8,0,11,23
"Blocksdale Jr., A.",PHI,4,48,12,23,0,11,23
"Arrabiata, D.",PHI,2,20,10,13,0,11,23
"Panda, F.",PHI,2,20,10,11,0,11,23
"Dotson, F.",PHI,1,8,8,8,0,11,23
"Torenson, S.",PHI,1,5,5,5,0,11,23
