Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Andrews, J.",NO,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Adams, X.",NO,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Blaylock, M.",NO,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Faux, B.",NO,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Slothface, J.",NO,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Bode, Q.",NO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rector, D.",NO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, D.",NO,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Arianlacher, M.",NO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Ironside, B.",NO,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,14,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sexjoke, A.",AUS,12,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Summers, H.",AUS,6,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Okura, T.",AUS,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Moreno, V.",AUS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Idlewyld, K.",AUS,2,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"McTackle, R.",AUS,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fassingit, H.",AUS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",AUS,1,0,0,0/0,2,0,0,0,"[0, 0, 0]"
