Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Alexander, N.",YKW,8,4,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Hellzapoppin, J.",YKW,8,0,2,0/0,1,1,0,0,0/0/0,0,0,0,0,5,25
"Dookmarriot, L.",YKW,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Leonard, M.",YKW,6,0,0,0/0,4,1,0,0,0/0/0,0,0,0,0,5,25
"Quaid, D.",YKW,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,25
"Thomaslacher, B.",YKW,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Foster, D.",YKW,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Thebaw, S.",YKW,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Valdyr, M.",YKW,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,25
"Cho, J.",YKW,3,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Money, P.",YKW,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Andrews, H.",SAR,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Dillmiballs, F.",SAR,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Beat, N.",SAR,6,0,1,1/1,0,0,0,0,0/0/0,1,0,0,0,5,25
"Adams, X.",SAR,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Nkiah, J.",SAR,5,0,0,0/0,0,0,0,0,1/0/0,0,1,0,0,5,25
"Clemente, C.",SAR,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Karpaasi, M.",SAR,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Mango-Panda, H.",SAR,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Goku, S.",SAR,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
