Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Koniecpolski, S.",AZ,14,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Crunk, T.",AZ,8,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Miller, P.",AZ,8,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Wilf, G.",AZ,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Gillion, M.",AZ,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Noble Jr., L.",AZ,4,1,2,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Eriksen, W.",AZ,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,26
"Ryeu, S.",AZ,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Jadakiss, D.",AZ,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Roth, C.",AZ,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Scarlett, D.",AZ,2,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,26
"Bob, B.",OCO,9,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,1,26
"Jones, D.",OCO,8,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Joestar, J.",OCO,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Abernathy, K.",OCO,6,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Biggums, T.",OCO,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Tank, G.",OCO,6,0,1,0/0,0,0,1,0,0/0/0,0,0,0,0,1,26
"Vegeta, P.",OCO,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Booker, B.",OCO,4,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,1,26
"Eagle, R.",OCO,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Scott, R.",OCO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
