Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Firestorm-Fjord, O.",CHI,9,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Hockhertz, M.",CHI,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Domine, J.",CHI,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Shields, T.",CHI,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Hayes, V.",CHI,6,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"MacAndrew, H.",CHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Smirh, J.",CHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Blackfyre, D.",CHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Oles JR, T.",CHI,3,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,6,26
"Brooks, D.",CHI,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Eller, A.",CHI,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Quaid, D.",YKW,7,1,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Arianlacher, M.",YKW,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Valdyr, M.",YKW,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Leonard, M.",YKW,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,6,26
"McJimmerson, D.",YKW,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Money, P.",YKW,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Foster, D.",YKW,2,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,6,26
"Hellzapoppin, J.",YKW,2,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,6,26
"Slammu, B.",YKW,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Cho, J.",YKW,1,1,0,1/1,0,0,0,0,0/0/0,1,0,0,0,6,26
"Jack, C.",YKW,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,6,26
