Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Barnes, B.",AZ,1,2,0,0,4,9
"Robotman, A.",AZ,0,0,4,0,4,9
"Robotman, C.",AZ,0,0,4,0,4,9
"Crindy, B.",AZ,0,0,3,0,4,9
"Robotman, B.",AZ,0,0,3,0,4,9
"Robotman, D.",AZ,0,0,2,0,4,9
"Robotman, E.",AZ,0,0,1,0,4,9
"Hayes, R.",PHI,1,15,5,1,4,9
"Filmore, M.",PHI,1,10,4,0,4,9
"Nyquist, W.",PHI,1,5,1,0,4,9
"David, M.",PHI,1,15,0,0,4,9
"Bagwell, N.",PHI,1,5,0,0,4,9
"Flock, R.",PHI,1,5,0,0,4,9
"Hayden, A.",PHI,1,5,0,0,4,9
"Wright, J.",PHI,1,15,0,0,4,9
"Van Buren, M.",PHI,0,0,2,1,4,9
"Farlane, D.",PHI,0,0,2,0,4,9
"O'Sullivan, S.",PHI,0,0,2,0,4,9
"Tyler, J.",PHI,0,0,2,0,4,9
"Arthur, C.",PHI,0,0,1,0,4,9
