Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"A'Ton, L.",AUS,1,8,4,0,9,16
"Jensen, C.",AUS,1,5,0,0,9,16
"Beaver-Dantes, E.",AUS,0,0,8,0,9,16
"A'Moderateamount, L.",AUS,0,0,6,2,9,16
"A'Barelyanything, L.",AUS,0,0,5,0,9,16
"A'Little, L.",AUS,0,0,5,0,9,16
"Larson, P.",AUS,0,0,3,0,9,16
"Mendonca, M.",AUS,0,0,0,1,9,16
"Utchers, B.",CHI,1,15,5,0,9,16
"Danielsson, A.",CHI,1,5,1,0,9,16
"Eat, M.",CHI,1,5,1,0,9,16
"Lood, B.",CHI,1,5,1,0,9,16
"Foster, W.",CHI,1,5,0,0,9,16
"Mbanefo, K.",CHI,1,5,0,0,9,16
"Poopsie, D.",CHI,1,15,0,0,9,16
"Leaver, C.",CHI,0,0,6,0,9,16
"Laughter, S.",CHI,0,0,4,0,9,16
"Torenson, S.",CHI,0,0,4,0,9,16
