Player,Team,Penalties,Yards,Pancakes,Sacks Allowed
"Aste, W.",AZ,0,0,4,0
"Rash, T.",AZ,0,0,4,0
"Irving, J.",AZ,0,0,3,0
"Unk, J.",AZ,0,0,3,0
"Arbage, G.",AZ,0,0,2,0
"Ebris, D.",AZ,0,0,2,0
"Shady, S.",AZ,0,0,2,0
"Tell, W.",SJS,2,20,0,0
"Willis, T.",SJS,1,15,13,1
"Wright, D.",SJS,1,5,2,0
"Flash, X.",SJS,1,3,0,0
"Pennington, T.",SJS,1,15,0,0
"Sackerman, F.",SJS,1,5,0,0
"Johnson, R.",SJS,0,0,10,0
"Paracomida, G.",SJS,0,0,7,0
"Chains, J.",SJS,0,0,6,0
"Olsen, C.",SJS,0,0,2,0
"Jeffries, W.",SJS,0,0,1,1
"Orosz, C.",SJS,0,0,1,0
