Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Vans, R.",AZ,13,0,2,0/0,1,0,0,0,"[0, 0, 0]"
"Lee, L.",AZ,12,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mughes, H.",AZ,9,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"McKinnie, L.",AZ,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Knight, L.",AZ,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Barnes, B.",AZ,2,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Mack, M.",AZ,2,0,1,0/0,1,1,0,1,"[0, 0, 0]"
"Morris, R.",AZ,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",AZ,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Woodham, A.",AZ,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Marchand, J.",AZ,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Pennington, C.",SJS,15,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Pennington, T.",SJS,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Staley, T.",SJS,6,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Deringer, K.",SJS,5,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Sackerman, F.",SJS,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Tell, W.",SJS,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Methane, D.",SJS,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Riposte, F.",SJS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rowland, A.",SJS,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Tuck, J.",SJS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tuck, J.",SJS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
