Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Blaylock, M.",NO,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Bode, Q.",NO,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Light, B.",NO,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Hexagon, L.",NO,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Rikiya, M.",NO,4,0,2,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Toblerone, M.",NO,4,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Witten, A.",NO,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Zbornak, D.",NO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Ranger, A.",NO,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Rector, D.",NO,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Simwell, L.",NO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Fields, G.",HON,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Waters, J.",HON,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,6,26
"Kackpoo, H.",HON,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Lavigne, D.",HON,5,1,0,1/1,1,1,0,0,0/0/0,1,0,0,0,6,26
"Thornton, B.",HON,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Dawkins, S.",HON,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Jeffrey, T.",HON,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Jackson, R.",HON,3,0,0,0/0,4,0,0,0,0/0/0,0,0,0,0,6,26
"Montain, A.",HON,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Ka'ana'ana, B.",HON,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
