Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Sly, G.",COL,10,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Parker, P.",COL,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Blackstone, I.",COL,5,0,1,1/0,0,0,0,0,"[0, 0, 0]"
"Stephens, W.",COL,5,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,4,1,0,0/0,1,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,4,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Scott, R.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"de Pengu, A.",COL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sanchez, I.",COL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kirkby, T.",COL,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Centre, S.",COL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Gilbert, R.",COL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"McDummy, W.",COL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Mango-Panda, H.",SAR,10,0,0,1/0,1,0,0,0,"[0, 0, 0]"
"Nkiah, J.",SAR,8,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Richards, E.",SAR,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Adams, X.",SAR,5,0,0,1/0,1,1,0,0,"[0, 0, 0]"
"Beat, N.",SAR,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Dillmiballs, F.",SAR,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Edd, B.",SAR,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Clemente, C.",SAR,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Goku, S.",SAR,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Karpaasi, M.",SAR,1,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Knight, L.",SAR,1,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Bakhtiari, S.",SAR,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
