Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Quaid, D.",YKW,13,0,3,0,0,0,0,1,0,0,0,0,2,24
"Valdyr, M.",YKW,10,1,0,3,1,0,0,0,0,0,0,0,2,24
"Hellzapoppin, J.",YKW,8,0,1,0,0,0,0,0,0,0,0,0,2,24
"Dookmarriot, L.",YKW,7,0,0,0,0,0,0,0,0,0,0,0,2,24
"Virtanen, M.",YKW,6,0,0,0,0,0,0,0,1,0,0,0,2,24
"Kroustis, G.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,2,24
"Snuggles, J.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,2,24
"Cho, J.",YKW,3,2,0,0,0,0,0,0,0,0,0,0,2,24
"Leonard, M.",YKW,3,0,0,1,0,0,0,0,0,0,0,0,2,24
"Money, P.",YKW,2,1,0,0,0,0,0,0,0,0,0,0,2,24
"Alexander, N.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,2,24
"Pooky, S.",YKW,0,0,0,0,0,0,0,0,1,0,0,0,2,24
"Sly, G.",COL,9,0,0,0,0,0,0,1,0,0,0,0,2,24
"Kirkby, T.",COL,7,0,1,0,0,1,0,1,0,0,0,0,2,24
"Blackstone, I.",COL,4,1,0,0,0,0,0,0,1,0,0,0,2,24
"Gabagool, T.",COL,4,0,1,1,0,0,0,0,0,0,0,0,2,24
"Purchase, L.",COL,4,0,0,1,0,0,0,0,0,0,0,0,2,24
"Scott, R.",COL,4,0,0,0,0,0,0,0,0,0,0,0,2,24
"Stephens, W.",COL,4,0,0,2,0,0,0,0,0,0,0,0,2,24
"Parker, P.",COL,3,0,1,0,0,0,0,0,0,0,0,0,2,24
"Sanchez, I.",COL,3,1,0,0,0,0,0,0,0,0,0,0,2,24
"Thumper, B.",COL,2,0,0,0,0,0,0,0,0,0,0,0,2,24
"de Pengu, A.",COL,1,0,1,0,0,0,0,0,0,0,0,0,2,24
