Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Dookmarriot, L.",YKW,1,15,0,0,2,24
"Lee, M.",YKW,1,5,0,0,2,24
"Forty-Two, L.",YKW,0,0,6,0,2,24
"Ones, B.",YKW,0,0,5,0,2,24
"Amper, T.",YKW,0,0,4,0,2,24
"Pooky, S.",YKW,0,0,3,1,2,24
"Rchonsucks, A.",YKW,0,0,2,0,2,24
"Hanyadi, M.",YKW,0,0,1,0,2,24
"Rechs, Z.",YKW,0,0,1,0,2,24
"Blackstone, I.",COL,1,10,0,0,2,24
"Jenkins, L.",COL,1,5,0,0,2,24
"Lim, W.",COL,1,8,0,0,2,24
"Parker, P.",COL,1,10,0,0,2,24
"Sanchez, I.",COL,1,14,0,0,2,24
"Thruster, D.",COL,0,0,8,1,2,24
"Guard, L.",COL,0,0,8,0,2,24
"Guard, R.",COL,0,0,8,0,2,24
"Magic, M.",COL,0,0,6,0,2,24
"Centre, S.",COL,0,0,5,1,2,24
"Sauce, E.",COL,0,0,3,0,2,24
"Gilbert, R.",COL,0,0,1,0,2,24
"Owens, A.",COL,0,0,1,0,2,24
