Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Adams, R.",OCO,6,48,8,23,2,1,12
"Crush, C.",OCO,5,103,20.6,36,1,1,12
"Sunnycursed, N.",OCO,5,72,14.4,42,1,1,12
"Zephyrous, S.",OCO,5,34,6.8,18,0,1,12
"Atwell, T.",OCO,4,107,26.8,52,2,1,12
"Helanen, T.",OCO,2,14,7,8,0,1,12
"Miller, H.",COL,6,91,15.2,28,1,1,12
"Wachter, J.",COL,5,85,17,33,1,1,12
"Bishop, J.",COL,4,53,13.2,33,0,1,12
"Cansino, D.",COL,3,9,3,7,0,1,12
"Grau, M.",COL,2,22,11,18,0,1,12
"Chipmunk, A.",COL,2,6,3,4,0,1,12
"LaMelllana, S.",COL,1,7,7,7,0,1,12
