Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Kackpoo, H.",HON,10,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Lavigne, D.",HON,8,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,26
"Jackson, R.",HON,6,1,1,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Waters, J.",HON,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Fields, G.",HON,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Dawkins, S.",HON,3,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,1,26
"Jeffrey, T.",HON,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Ka'ana'ana, B.",HON,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Montain, A.",HON,2,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Rucker, R.",HON,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Thornton, B.",HON,2,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Triplet, R.",SJS,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,1,26
"Lanier, B.",SJS,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Bass, L.",SJS,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,26
"Brackenridge, T.",SJS,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Allen, O.",SJS,4,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Cloudera, Y.",SJS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Fisher, G.",SJS,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Hilliard, R.",SJS,3,0,0,0/0,3,1,0,0,0/0/0,0,0,0,0,1,26
"Stein, P.",SJS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
"Vaughne, R.",SJS,3,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,1,26
"Crowder, R.",SJS,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,26
