Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Wilf, G.",AZ,8,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Scarlett, D.",AZ,5,0,0,0/0,4,1,0,0,0/0/0,0,0,0,0,4,25
"Crunk, T.",AZ,4,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,4,25
"Koniecpolski, S.",AZ,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Kehla, Z.",AZ,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,25
"Miller, P.",AZ,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Noble Jr., L.",AZ,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Quin, A.",AZ,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Masters, S.",AZ,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Ryeu, S.",AZ,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Joestar, J.",OCO,12,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Biggums, T.",OCO,9,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,25
"Jones, D.",OCO,9,0,1,0/0,0,0,1,0,0/0/0,0,0,0,0,4,25
"Vegeta, P.",OCO,8,0,0,0/0,3,3,0,2,0/0/0,0,0,0,0,4,25
"Beerus, L.",OCO,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,25
"Eagle, R.",OCO,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Abernathy, K.",OCO,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,4,25
"Wheezer, C.",OCO,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Bob, B.",OCO,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
"Deck, I.",OCO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,25
