Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Berry, M.",COL,12,0,1,1/0,1,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kirkby, T.",COL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,6,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Bumper, T.",COL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Blackstone, I.",COL,4,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Parker, P.",COL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sanchez, I.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Scott, R.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"McDummy, W.",COL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Smoothie, E.",PHI,12,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cross, M.",PHI,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Eriksen, W.",PHI,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Howyanow, W.",PHI,4,1,0,0/0,1,0,0,0,"[0, 0, 0]"
"Om, T.",PHI,4,1,1,1/0,0,0,0,0,"[0, 0, 0]"
"Suzuki, S.",PHI,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Booker, B.",PHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"D'Attoria V, R.",PHI,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Gimmy, I.",PHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Gronlie, T.",PHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Stephens, W.",PHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Blocksdale Jr., A.",PHI,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
