Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Squanch, V.",AZ,6,125,20.8,47,2,8,11
"Crindy, B.",AZ,6,46,7.7,14,0,8,11
"Browning, B.",AZ,4,115,28.8,47,0,8,11
"Morris, D.",AZ,4,113,28.2,56,0,8,11
"Wachter, J.",AZ,1,10,10,10,0,8,11
"Mackworthy, R.",AZ,1,5,5,5,0,8,11
"Grau, M.",COL,11,62,5.6,16,1,8,11
"Miller, H.",COL,9,119,13.2,22,1,8,11
"Chipmunk, A.",COL,6,40,6.7,18,0,8,11
"North, F.",COL,5,85,17,39,1,8,11
"Aaron, D.",COL,4,52,13,19,0,8,11
"Wheat, B.",COL,1,4,4,4,0,8,11
"Nyquist, W.",COL,1,-1,-1,0,0,8,11
