Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Stackinpaper, B.",BAL,13,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Suzuki, S.",BAL,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Lavelle Jr., D.",BAL,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Kennedy, D.",BAL,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Yeboah, T.",BAL,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Annastesia, N.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Jackson, D.",BAL,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,2,26
"Slayer, E.",BAL,4,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Lover, E.",BAL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Syracuse, I.",BAL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Avery, E.",BAL,1,0,0,0/0,3,1,0,0,0/0/0,0,0,0,0,2,26
"Arianlacher, M.",YKW,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Hellzapoppin, J.",YKW,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,2,26
"McJimmerson, D.",YKW,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Quaid, D.",YKW,7,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Leonard, M.",YKW,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Valdyr, M.",YKW,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Cho, J.",YKW,4,3,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Foster, D.",YKW,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Alexander, N.",YKW,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Money, P.",YKW,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Slammu, B.",YKW,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
