Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Griddle, M.",NY,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Kirkby, T.",NY,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Thumper, B.",NY,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Banks, J.",NY,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"McGullager, T.",NY,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"QuakStak, D.",NY,5,0,0,1/1,2,0,0,0,0/0/0,1,0,0,0,2,26
"Winchester, H.",NY,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Kearse, J.",NY,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Roberts, B.",NY,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"McDavid, L.",NY,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Crunk, T.",AZ,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Koniecpolski, S.",AZ,7,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Jadakiss, D.",AZ,6,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,2,26
"Eriksen, W.",AZ,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,2,26
"Miller, P.",AZ,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Scarlett, D.",AZ,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Burfict, L.",AZ,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,26
"Roth, C.",AZ,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Noble Jr., L.",AZ,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
"Gillion, M.",AZ,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,26
