Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Lewandowski, J.",BAL,9,121,13.4,36,0,14,25
"Campbell, J.",BAL,5,68,13.6,26,1,14,25
"Howlett, D.",BAL,4,48,12,30,0,14,25
"Brown, K.",BAL,3,24,8,10,0,14,25
"Fukushu, M.",BAL,2,33,16.5,22,1,14,25
"Tyerucker, Q.",BAL,1,2,2,2,0,14,25
"Boyd, C.",BER,7,57,8.1,17,0,14,25
"Matthews, D.",BER,6,105,17.5,35,1,14,25
"Cash Jr., S.",BER,6,75,12.5,25,1,14,25
"Petrongolo, J.",BER,5,35,7,12,0,14,25
"Cooper, T.",BER,3,34,11.3,15,0,14,25
"King, D.",BER,1,17,17,17,0,14,25
"Skiuuup, C.",BER,1,7,7,7,0,14,25
