Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Burrito, G.",BAL,1,5,4,0,14,25
"Annastesia, N.",BAL,1,5,0,0,14,25
"Pack, C.",BAL,0,0,4,0,14,25
"Fries, N.",BAL,0,0,2,0,14,25
"Gordita, C.",BAL,0,0,2,0,14,25
"Chalupa, C.",BAL,0,0,1,0,14,25
"Fukushu, M.",BAL,0,0,1,0,14,25
"Wall, D.",BER,1,5,6,1,14,25
"Dolls, B.",BER,1,5,6,0,14,25
"King, D.",BER,1,10,0,1,14,25
"Krause, M.",BER,1,15,0,0,14,25
"Petrongolo, J.",BER,1,13,0,0,14,25
"Wall, J.",BER,0,0,5,0,14,25
"Wall, G.",BER,0,0,4,0,14,25
"McCabe, J.",BER,0,0,2,0,14,25
"Boyd, C.",BER,0,0,1,0,14,25
