Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Gelbman, T.",CHI,9,88,9.8,34,1,8,26
"O'Leary, S.",CHI,6,122,20.3,36,0,8,26
"Scabbia, L.",CHI,5,70,14,23,1,8,26
"Yoda, B.",CHI,5,47,9.4,27,0,8,26
"Rodriguez, B.",CHI,5,38,7.6,13,0,8,26
"Tucker Jr., P.",CHI,2,3,1.5,4,0,8,26
"Tirtawidjaja, J.",CHI,1,2,2,2,0,8,26
"Brown, K.",HON,4,57,14.2,22,1,8,26
"Podolak, J.",HON,4,37,9.2,19,0,8,26
"Ayers, N.",HON,4,29,7.2,21,0,8,26
"Kane-Maika'i, K.",HON,3,113,37.7,49,0,8,26
"Krashwagen, R.",HON,3,21,7,10,0,8,26
"Hex, T.",HON,1,6,6,6,0,8,26
