Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Murder-Moose, M.",COL,11,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"de Pengu, A.",COL,8,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Drake, J.",COL,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Blackstone, I.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Scott, R.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Parker, P.",COL,2,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,5,25
"Purchase, L.",COL,2,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,25
"Sanchez, I.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Sly, G.",COL,1,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Gilbert, R.",COL,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,5,25
"Suzuki, S.",PHI,14,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"DeSoto, J.",PHI,12,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Zelos, J.",PHI,12,0,0,1/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Cross, M.",PHI,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"D'Attoria V, R.",PHI,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Booker, B.",PHI,6,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,25
"Wrecks, T.",PHI,6,3,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Eriksen, W.",PHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Haywood, H.",PHI,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Om, T.",PHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
