Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Amper, T.",YKW,1,10,2,0,11,18
"Canton, J.",YKW,1,5,1,0,11,18
"Mushing, M.",YKW,0,0,6,0,11,18
"Ones, B.",YKW,0,0,5,0,11,18
"Marshall, M.",YKW,0,0,2,1,11,18
"Rchonsucks, A.",YKW,0,0,0,1,11,18
"Kassel, T.",PHI,3,20,0,0,11,18
"Torenson, S.",PHI,1,5,3,0,11,18
"Hank, F.",PHI,1,5,1,0,11,18
"Bohne, D.",PHI,1,5,0,0,11,18
"Hardshaft, R.",PHI,1,5,0,0,11,18
"McGwire, A.",PHI,1,5,0,0,11,18
"Arthur, C.",PHI,0,0,6,0,11,18
"Tyler, J.",PHI,0,0,3,0,11,18
"Zephyrous, S.",PHI,0,0,2,1,11,18
"Fillmore, M.",PHI,0,0,2,0,11,18
"Hayes, R.",PHI,0,0,2,0,11,18
"Van Buren, M.",PHI,0,0,2,0,11,18
