Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Pennington, C.",SJS,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Deringer, K.",SJS,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Horne, B.",SJS,5,2,1,0/0,0,0,0,0,"[0, 0, 0]"
"Poopsie, D.",SJS,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Troyski, X.",SJS,4,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Tuck, J.",SJS,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Pennington, T.",SJS,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Staley, T.",SJS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tuck, J.",SJS,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Riposte, F.",SJS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ramero, R.",OCO,9,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Brown, M.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",OCO,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,5,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bly Jr., A.",OCO,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Rice, J.",OCO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Bagwell, N.",OCO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Broxton, J.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Salami, T.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sierra, R.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
