Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Robotman, B.",AZ,2,30,5,0,14,12
"Squanch, V.",AZ,1,5,0,0,14,12
"Crindy, B.",AZ,0,0,4,0,14,12
"Robotman, C.",AZ,0,0,4,0,14,12
"Asipi III, A.",AZ,0,0,1,0,14,12
"Moore, S.",AZ,0,0,1,0,14,12
"Robotman, A.",AZ,0,0,1,0,14,12
"Robotman, D.",AZ,0,0,1,0,14,12
"Robotman, E.",AZ,0,0,1,0,14,12
"Nagheenanajar, S.",OCO,1,0,3,1,14,12
"Rice, J.",OCO,1,15,0,0,14,12
"Bagwell, N.",OCO,1,15,0,0,14,12
"Brown, M.",OCO,1,10,0,0,14,12
"Bolton, M.",OCO,0,0,6,2,14,12
"Gibbons, P.",OCO,0,0,3,0,14,12
"Lumburgh, B.",OCO,0,0,2,0,14,12
"Zephyrous, S.",OCO,0,0,2,0,14,12
"Waddams, M.",OCO,0,0,1,0,14,12
