Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"O'Sullivan, J.",NO,14,0,0,1/0,1,0,0,0,"[0, 0, 0]"
"Sharpei, V.",NO,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Bayley, B.",NO,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Harrison, W.",NO,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mills, B.",NO,5,1,0,0/0,2,0,0,0,"[0, 0, 0]"
"Fyodorovich, V.",NO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wozy, F.",NO,3,0,2,0/0,0,0,1,0,"[0, 0, 0]"
"Askins, J.",NO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Oakes, B.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"King, G.",NO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Maximus III, B.",NO,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Goodson, N.",BAL,10,1,0,2/0,2,0,0,0,"[0, 0, 0]"
"Fletcher, G.",BAL,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Marmeladov, V.",BAL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rove, C.",BAL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Roenick, A.",BAL,6,0,0,0/1,1,0,0,0,"[0, 0, 0]"
"Asipi Jr., A.",BAL,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Broadway, E.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Delacour, A.",BAL,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Turner, D.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Gambino, C.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Browning, B.",BAL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
