Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Suzuki, S.",BAL,11,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Kennedy, D.",BAL,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Stackinpaper, B.",BAL,8,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,8,26
"Avery, E.",BAL,5,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,8,26
"Slayer, E.",BAL,5,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Lavelle Jr., D.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Yeboah, T.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Annastesia, N.",BAL,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Syracuse, I.",BAL,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,8,26
"Chalupa, C.",BAL,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,8,26
"Crooks, L.",AUS,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"MacGregor, G.",AUS,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Mendoza, C.",AUS,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Thomaslacher, B.",AUS,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,8,26
"Egghands, T.",AUS,4,0,1,1/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Porter, G.",AUS,4,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,8,26
"Alexander-Arnold, B.",AUS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Keiki-Kane, M.",AUS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Bowie, M.",AUS,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Montain, T.",AUS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
