Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Brown, M.",BAL,7,34,4.9,12,0,8,15
"Valentine, V.",BAL,5,103,20.6,45,1,8,15
"Maddox, E.",BAL,4,87,21.8,50,1,8,15
"L'Alto, V.",BAL,4,18,4.5,6,0,8,15
"Harp, D.",BAL,3,14,4.7,7,1,8,15
"Squanch, V.",BAL,2,48,24,41,0,8,15
"Nagasawa, Y.",BAL,1,14,14,14,0,8,15
"Parker, J.",YKW,7,102,14.6,23,2,8,15
"Wizardry, D.",YKW,5,33,6.6,12,0,8,15
"Helanen, T.",YKW,3,33,11,14,1,8,15
"Marshall, M.",YKW,3,9,3,6,0,8,15
"Swift, N.",YKW,2,40,20,32,0,8,15
"Canton, J.",YKW,1,12,12,12,0,8,15
"Pitcher, A.",YKW,1,3,3,3,0,8,15
