Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Roenick, A.",BAL,9,1,0,0,0,0,0,0,0,0,0,0,8,15
"Horne, B.",BAL,7,0,1,3,0,0,0,0,0,0,0,0,8,15
"Hondo, A.",BAL,5,0,1,0,0,0,0,0,0,0,0,0,8,15
"Clark, T.",BAL,3,0,0,0,0,0,0,0,0,0,0,0,8,15
"Hobbs, J.",BAL,3,0,1,0,0,0,0,0,0,0,0,0,8,15
"Terim, F.",BAL,3,0,0,1,1,0,0,0,0,0,0,0,8,15
"Asipi III, A.",BAL,2,0,0,0,0,0,0,0,0,0,0,0,8,15
"Hornbacher, A.",BAL,2,0,0,2,0,0,0,0,0,0,0,0,8,15
"Mbanefo, K.",BAL,2,1,0,0,0,0,0,0,0,0,0,0,8,15
"Green, W.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,8,15
"Henry, J.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,8,15
"Trout, C.",BAL,1,0,0,1,1,0,0,0,0,0,0,0,8,15
"Bakshi, S.",YKW,12,0,0,0,0,0,0,0,0,0,0,0,8,15
"Selich, A.",YKW,10,0,0,1,0,0,0,0,0,0,0,0,8,15
"Taylor, C.",YKW,6,0,0,1,0,0,0,0,0,0,0,0,8,15
"Alexander, N.",YKW,5,0,0,0,0,0,0,0,0,0,0,0,8,15
"Skinner, Z.",YKW,5,0,0,0,0,0,0,0,0,0,0,0,8,15
"Uchiha, L.",YKW,5,0,0,0,0,0,0,0,0,0,0,0,8,15
"Knurtsson, K.",YKW,4,0,0,2,1,0,0,0,0,0,0,0,8,15
"Applehort, R.",YKW,3,0,0,1,0,0,0,0,0,0,0,0,8,15
"Snuggles, J.",YKW,3,0,0,3,1,0,0,0,0,0,0,0,8,15
"Cox, P.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,8,15
"Foster, W.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,8,15
"Dugnutt, B.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,8,15
