Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Maddox, E.",BAL,6,86,14.3,27,0,13,12
"Valentine, V.",BAL,4,83,20.8,41,1,13,12
"Nagasawa, Y.",BAL,4,70,17.5,38,0,13,12
"L'Alto, V.",BAL,4,50,12.5,22,0,13,12
"Summer, A.",BAL,4,36,9,15,0,13,12
"Taylor, O.",BAL,2,10,5,6,0,13,12
"Harp, D.",BAL,2,8,4,7,0,13,12
"Oles, K.",SJS,6,71,11.8,29,0,13,12
"Brannigan, Z.",SJS,4,57,14.2,29,2,13,12
"Flash, X.",SJS,3,33,11,13,1,13,12
"Justice, T.",SJS,3,25,8.3,10,0,13,12
"Orosz, C.",SJS,2,18,9,12,0,13,12
"Canton, J.",SJS,1,4,4,4,0,13,12
