Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Bombadil, T.",ARI,1,5,5,1,7,4
"Harris Jr., F.",ARI,1,5,0,0,7,4
"Law, C.",ARI,0,0,4,0,7,4
"Pest, T.",ARI,0,0,3,1,7,4
"Pancake, P.",ARI,0,0,3,0,7,4
"Treebeard, N.",ARI,0,0,2,0,7,4
"Tuck, J.",ARI,0,0,2,0,7,4
"Took, B.",ARI,0,0,1,1,7,4
"Burnsman, E.",OCO,1,5,2,1,7,4
"Tomlinson, A.",OCO,1,12,0,0,7,4
"Verns, D.",OCO,1,5,0,0,7,4
"Westfield, B.",OCO,1,5,0,0,7,4
"Ramathorn, A.",OCO,0,0,8,1,7,4
"Foster, J.",OCO,0,0,6,1,7,4
"Farva, R.",OCO,0,0,6,0,7,4
"Womack, C.",OCO,0,0,5,1,7,4
"O'Sullivan, S.",OCO,0,0,4,0,7,4
"Jenkins, L.",OCO,0,0,1,0,7,4
"Roto, R.",OCO,0,0,1,0,7,4
