Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Harris, C.",BAL,9,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,16,25
"Annastesia, N.",BAL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Kennedy, D.",BAL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Keiki-Kane, M.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Stackinpaper, B.",BAL,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,16,25
"Syracuse, I.",BAL,4,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Avery, E.",BAL,3,0,0,0/0,3,1,0,0,0/0/0,0,0,0,0,16,25
"De Ville, D.",BAL,2,0,0,0/1,1,0,0,0,0/0/0,1,0,0,0,16,25
"Green, W.",BAL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Hole, M.",BAL,2,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Andrews, H.",SAR,13,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,16,25
"Dillmiballs, F.",SAR,10,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,16,25
"Adams, X.",SAR,8,0,0,0/0,3,1,0,0,0/0/0,0,0,0,0,16,25
"Nkiah, J.",SAR,6,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,16,25
"Beat, N.",SAR,4,1,0,0/0,1,1,0,0,0/0/0,0,0,0,0,16,25
"Clemente, C.",SAR,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,16,25
"Goku, S.",SAR,2,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Heights, A.",SAR,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Karpaasi, M.",SAR,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Mango-Panda, H.",SAR,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,16,25
"Jackson, D.",SAR,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
