Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Shields, T.",CHI,9,0,0,0,0,0,0,0,1,0,0,0,13,24
"Hockhertz, M.",CHI,8,0,1,0,0,0,0,0,1,0,0,0,13,24
"McCringleberry, H.",CHI,8,0,0,3,0,0,0,0,1,0,0,0,13,24
"Brooks, D.",CHI,7,0,0,0,0,0,0,0,1,0,0,0,13,24
"Smirh, J.",CHI,7,1,1,0,0,0,0,0,1,0,0,0,13,24
"d'Alcott, R.",CHI,6,0,2,0,0,0,0,0,1,0,0,0,13,24
"VonPebbles, M.",CHI,5,3,0,0,0,0,0,0,1,0,0,0,13,24
"Harris, C.",CHI,4,0,0,1,0,0,0,0,1,0,0,0,13,24
"Firestorm-Fjord, O.",CHI,1,0,0,0,0,0,0,0,1,0,0,0,13,24
"MacAndrew, H.",CHI,1,0,1,0,0,0,0,0,1,0,0,0,13,24
"Works, S.",CHI,1,0,0,0,0,0,0,0,1,0,0,0,13,24
"De Ville, D.",BAL,12,0,2,2,0,0,0,0,1,0,0,0,13,24
"Crooks, L.",BAL,7,0,0,1,0,0,0,0,1,0,0,0,13,24
"Kennedy, D.",BAL,7,0,1,0,0,0,0,0,1,0,0,0,13,24
"Avery, E.",BAL,6,0,0,1,0,0,0,0,1,0,0,0,13,24
"Annastesia, N.",BAL,5,0,0,0,0,0,0,0,1,0,0,0,13,24
"Hole, M.",BAL,5,1,1,0,0,0,0,0,1,0,0,0,13,24
"MacGregor, G.",BAL,4,0,0,0,0,0,0,0,1,0,0,0,13,24
"Riley, C.",BAL,4,0,1,2,0,0,0,0,1,0,0,0,13,24
"Bean, S.",BAL,3,1,0,0,0,0,0,0,1,0,0,0,13,24
"Stackinpaper, B.",BAL,3,0,0,0,0,0,0,0,1,0,0,0,13,24
"Eller, A.",BAL,2,1,0,0,0,0,0,0,1,0,0,0,13,24
"Diggler, D.",BAL,0,0,0,0,0,0,0,0,1,0,0,0,13,24
"Williams, D.",BAL,0,0,0,0,0,0,0,0,1,0,0,0,13,24
